"Aggregated Date/Time","Variable","Depth","Site Name","Latitude","Longitude","mean","median","p5","p95","lowest","highest"
2010-12-01T00:00,"Dust","-0.5","site 5","-21.54577","150.99697",9.586996366947423E-6,5.417969124133971E-6,2.571924169259479E-6,2.856831071511692E-5,2.465465886658625E-6,2.9027887071583742E-5
2010-12-01T00:00,"Dust","-23.75","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"Dust","-23.75","site 2","-21.32601","149.54041",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"Dust","-23.75","site 3","-21.48707","149.92826",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"Dust","-23.75","site 4","-21.57511","150.32262",4.5843080848792486E-5,4.422546544331768E-5,3.128033697008223E-5,6.482539611594827E-5,2.750247388052565E-5,6.801551556960808E-5
2010-12-01T00:00,"Dust","-23.75","site 5","-21.54577","150.99697",1.252005288712223E-5,5.889595473428588E-6,4.177735015591194E-6,3.3243539482960434E-5,4.080089479357733E-6,3.5735134041149446E-5
2010-12-01T00:00,"Dust","-8.8","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"Dust","-8.8","site 2","-21.32601","149.54041",1.3034192295348202E-4,1.0464355220713391E-4,8.004604937635153E-5,2.8867595456872285E-4,7.786934079174295E-5,4.46277356324234E-4
2010-12-01T00:00,"Dust","-8.8","site 3","-21.48707","149.92826",7.235805086518766E-5,6.974902499031628E-5,5.6479747707426E-5,9.002990432305627E-5,5.3851393679645195E-5,9.28764072837885E-5
2010-12-01T00:00,"Dust","-8.8","site 4","-21.57511","150.32262",4.5703278383707836E-5,4.318847787929392E-5,2.8376414548034772E-5,6.444407474786473E-5,2.5712935371988754E-5,6.800746036238546E-5
2010-12-01T00:00,"Dust","-8.8","site 5","-21.54577","150.99697",1.0962189631446775E-5,5.452738984322508E-6,3.1440452386459125E-6,3.089746494829347E-5,2.7238357871652112E-6,3.114943595132976E-5
2010-12-01T00:00,"Secchi","99999.9","site 1","-21.15193","149.22053",1.5556713730196305,1.337553759549897,0.31117568590003003,2.9954059437972167,0.0,3.64268781823235
2010-12-01T00:00,"Secchi","99999.9","site 2","-21.32601","149.54041",8.978728156571353,8.63357250725447,1.9459947199953713,15.610873818277081,0.0,15.739008470540167
2010-12-01T00:00,"Secchi","99999.9","site 3","-21.48707","149.92826",8.19173700330889,9.610721359942604,4.55548479109903,10.402719855915754,0.0,10.42016238101067
2010-12-01T00:00,"Secchi","99999.9","site 4","-21.57511","150.32262",12.719276852983459,13.126541570863422,10.338870213231955,16.153704137045604,0.0,16.212593801401592
2010-12-01T00:00,"Secchi","99999.9","site 5","-21.54577","150.99697",15.542437622118593,14.101515077795966,9.932984799407713,21.81364609889848,0.0,22.323150484171425
2010-12-01T00:00,"DIN","-0.5","site 1","-21.15193","149.22053",53.80207250789169,39.42241020411865,12.967786665755506,135.23146686097124,0.0,138.36165296223214
2010-12-01T00:00,"DIN","-0.5","site 2","-21.32601","149.54041",1.4682054044313368,0.5116244556431512,0.12974908180650493,10.525097537266634,0.0,10.724073268671452
2010-12-01T00:00,"DIN","-0.5","site 3","-21.48707","149.92826",0.3810434243410581,0.2811428873737133,0.10440501630668456,1.1744432427324527,0.0,1.343217637641791
2010-12-01T00:00,"DIN","-0.5","site 4","-21.57511","150.32262",0.3772096140184119,0.16836422593020772,0.08327156146515426,1.4978734236644224,0.0,1.6278869824009063
2010-12-01T00:00,"DIN","-0.5","site 5","-21.54577","150.99697",9.348566913916617,0.22163490116001913,0.03296195891254664,43.151506055099276,0.0,61.60022300393694
2010-12-01T00:00,"DIN","-23.75","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"DIN","-23.75","site 2","-21.32601","149.54041",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"DIN","-23.75","site 3","-21.48707","149.92826",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"DIN","-23.75","site 4","-21.57511","150.32262",1.412972136664296,1.2326564138732095,0.39606925689301004,2.763803016700269,0.0,3.404269374480366
2010-12-01T00:00,"DIN","-23.75","site 5","-21.54577","150.99697",26.872339328623475,7.2627575591829405,0.1376452357356727,104.6282540101114,0.0,108.54199947926898
2010-12-01T00:00,"DIN","-8.8","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"DIN","-8.8","site 2","-21.32601","149.54041",1.4158302558493014,0.5457711674743878,0.1465064580096992,5.85866548928135,0.0,10.4240193698118
2010-12-01T00:00,"DIN","-8.8","site 3","-21.48707","149.92826",0.4228873649383794,0.3198566137551307,0.0832444057633843,1.3131075626056246,0.0,1.4982183015956576
2010-12-01T00:00,"DIN","-8.8","site 4","-21.57511","150.32262",0.6368848197810606,0.30808333457249387,0.08837014880877885,1.9565394458041185,0.0,2.92964885170839
2010-12-01T00:00,"DIN","-8.8","site 5","-21.54577","150.99697",10.296269911624934,0.25138093408174783,0.02403328298329286,42.86286363958909,0.0,58.37119865175068
2010-12-01T00:00,"DIP","-0.5","site 1","-21.15193","149.22053",15.047250217838718,13.324309642553017,8.522745880990314,28.599159546016775,4.010339467414013,29.369703291779004
2010-12-01T00:00,"DIP","-0.5","site 2","-21.32601","149.54041",3.3991566743175134,3.249549724888145,2.9781498086370597,5.344483380928985,2.884094404729761,5.475856496518218
2010-12-01T00:00,"DIP","-0.5","site 3","-21.48707","149.92826",2.4432374256816045,2.4802702749362107,2.0962879751435315,2.7421150249644053,2.00229123103978,2.8395387615362435
2010-12-01T00:00,"DIP","-0.5","site 4","-21.57511","150.32262",1.521753275528957,1.4726089419838113,1.1482526628016854,2.1520884308191093,0.9891276514697181,2.223360653308356
2010-12-01T00:00,"DIP","-0.5","site 5","-21.54577","150.99697",1.9528848490842274,0.8985414458693959,0.2178720776302225,8.182896683783753,0.20974810886503328,9.065433593449411
2010-12-01T00:00,"DIP","-23.75","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"DIP","-23.75","site 2","-21.32601","149.54041",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"DIP","-23.75","site 3","-21.48707","149.92826",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"DIP","-23.75","site 4","-21.57511","150.32262",1.9276060016676733,1.8567267177644762,1.6721420426751656,2.3972330302299185,1.5666156227106012,2.542642929216312
2010-12-01T00:00,"DIP","-23.75","site 5","-21.54577","150.99697",4.653708733128556,1.9029680104747602,0.4784217193771816,15.124340671055966,0.33909130811639854,15.595268807859652
2010-12-01T00:00,"DIP","-8.8","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"DIP","-8.8","site 2","-21.32601","149.54041",3.397945879159889,3.309366805472922,3.0357168771094556,4.238944623919791,2.989650370253569,5.417408209987297
2010-12-01T00:00,"DIP","-8.8","site 3","-21.48707","149.92826",2.4678246946505857,2.4306139748381788,2.1219794549153876,2.7832661569437165,2.0329074428917524,2.8960695643802272
2010-12-01T00:00,"DIP","-8.8","site 4","-21.57511","150.32262",1.6498552907623172,1.6010381987308435,1.3217976678444663,2.2547586193238303,1.19650414001221,2.260443386198394
2010-12-01T00:00,"DIP","-8.8","site 5","-21.54577","150.99697",2.0999737411780086,0.9627317739401071,0.21621345142748788,8.08885218200763,0.20664109541750994,8.608792408107425
2010-12-01T00:00,"Oxygen","-0.5","site 1","-21.15193","149.22053",6777.2739451264615,6753.04618740414,6464.970932887768,7114.5193010053345,6396.181248086246,7603.341815951504
2010-12-01T00:00,"Oxygen","-0.5","site 2","-21.32601","149.54041",6613.401199942061,6646.216996913312,6333.515093882765,6855.555242499731,6156.903987090425,6857.083895280587
2010-12-01T00:00,"Oxygen","-0.5","site 3","-21.48707","149.92826",6650.686922833471,6695.337913266264,6422.888329196918,6806.070212822616,6280.830257957954,6809.610600485395
2010-12-01T00:00,"Oxygen","-0.5","site 4","-21.57511","150.32262",6622.304570656527,6641.906389056821,6428.811134910645,6725.369735035928,6367.053518800888,6731.221001923433
2010-12-01T00:00,"Oxygen","-0.5","site 5","-21.54577","150.99697",6641.160299626902,6652.4310947697495,6439.4213818225335,6850.105963959948,6371.8275210949205,6867.122401779566
2010-12-01T00:00,"Oxygen","-23.75","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"Oxygen","-23.75","site 2","-21.32601","149.54041",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"Oxygen","-23.75","site 3","-21.48707","149.92826",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"Oxygen","-23.75","site 4","-21.57511","150.32262",6566.081510271341,6594.018142109751,6373.2803822420055,6681.383689523664,6318.0720614170095,6685.574602025252
2010-12-01T00:00,"Oxygen","-23.75","site 5","-21.54577","150.99697",6576.028262192254,6666.796390378528,6284.027622985894,6780.8334154226095,6265.638599768064,6812.541849120794
2010-12-01T00:00,"Oxygen","-8.8","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2010-12-01T00:00,"Oxygen","-8.8","site 2","-21.32601","149.54041",6605.526887527176,6620.986413756965,6287.847778759695,6851.045650636001,6187.191495039536,6853.159948748989
2010-12-01T00:00,"Oxygen","-8.8","site 3","-21.48707","149.92826",6648.3273005238925,6689.47389309946,6405.859352401345,6808.616133685755,6267.3739098218375,6814.416329626955
2010-12-01T00:00,"Oxygen","-8.8","site 4","-21.57511","150.32262",6610.1648718000715,6639.956894574102,6408.266838924563,6720.165251322138,6317.270856521718,6728.332868748569
2010-12-01T00:00,"Oxygen","-8.8","site 5","-21.54577","150.99697",6632.349677799079,6650.690334840261,6343.953124423372,6830.4378595834305,6299.105490815362,6833.585445172756
2011-01-01T00:00,"omega_ar","-0.5","site 1","-21.15193","149.22053",2.82092910141855,2.8294360497715263,2.5450460406969513,3.009623150474298,2.478395581169766,3.058368061598672
2011-01-01T00:00,"omega_ar","-0.5","site 2","-21.32601","149.54041",3.197279865652256,3.2074119016516525,3.0783590638116407,3.3637693645945044,3.0488639531950232,3.3757617540360725
2011-01-01T00:00,"omega_ar","-0.5","site 3","-21.48707","149.92826",3.340761276892617,3.33591861650065,3.250769459292134,3.4224717839632106,3.1747730119906037,3.4303513658847726
2011-01-01T00:00,"omega_ar","-0.5","site 4","-21.57511","150.32262",3.476319247974189,3.4906020342401853,3.423388219453234,3.5300814647285508,3.4153765733913226,3.5301350292850633
2011-01-01T00:00,"omega_ar","-0.5","site 5","-21.54577","150.99697",3.6082803983452405,3.607372844172304,3.5839812937480917,3.639541179854591,3.5808407970590106,3.6423758868291123
2011-01-01T00:00,"omega_ar","-23.75","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"omega_ar","-23.75","site 2","-21.32601","149.54041",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"omega_ar","-23.75","site 3","-21.48707","149.92826",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"omega_ar","-23.75","site 4","-21.57511","150.32262",3.4553535879798174,3.4621874831390307,3.4085224204858022,3.511105649275823,3.4024509209086524,3.516773960315703
2011-01-01T00:00,"omega_ar","-23.75","site 5","-21.54577","150.99697",3.556332482982626,3.5654924868289015,3.466524387193749,3.596927514119408,3.4519333032877078,3.598311387405645
2011-01-01T00:00,"omega_ar","-8.8","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"omega_ar","-8.8","site 2","-21.32601","149.54041",3.191910402465177,3.2068792678204656,3.0719231086353282,3.3623932313526166,3.0455329339737576,3.3733294124126103
2011-01-01T00:00,"omega_ar","-8.8","site 3","-21.48707","149.92826",3.339091759100412,3.3349181414848665,3.2544395870985094,3.4243483759247324,3.1786105530468074,3.425672841139916
2011-01-01T00:00,"omega_ar","-8.8","site 4","-21.57511","150.32262",3.465419410776951,3.4730960542747287,3.4088384130170346,3.516558547681698,3.408091687680226,3.5231490414479647
2011-01-01T00:00,"omega_ar","-8.8","site 5","-21.54577","150.99697",3.596971054189061,3.600934551248324,3.578211925702868,3.612085537277571,3.5685121182248825,3.613036302153428
2011-01-01T00:00,"PH","-0.5","site 1","-21.15193","149.22053",7.954475732054737,7.955382388028945,7.929878928403718,7.973097611754275,7.9261472102641655,8.055961569412979
2011-01-01T00:00,"PH","-0.5","site 2","-21.32601","149.54041",7.97228962286626,7.971843223014748,7.947236794229568,8.011210823790236,7.943796883068931,8.016213598463786
2011-01-01T00:00,"PH","-0.5","site 3","-21.48707","149.92826",7.999759733454771,7.995631029166811,7.982690036705647,8.020879373796312,7.979697100284896,8.021372179223684
2011-01-01T00:00,"PH","-0.5","site 4","-21.57511","150.32262",8.018484093035976,8.021095325943811,8.007097690182642,8.02691776339731,8.001281031453518,8.029569647213178
2011-01-01T00:00,"PH","-0.5","site 5","-21.54577","150.99697",8.026269861195445,8.027822632335186,8.0147502399609,8.032944521451261,8.012431342383039,8.037733976402663
2011-01-01T00:00,"PH","-23.75","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"PH","-23.75","site 2","-21.32601","149.54041",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"PH","-23.75","site 3","-21.48707","149.92826",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"PH","-23.75","site 4","-21.57511","150.32262",8.018436504699258,8.018772904054348,8.011517629804336,8.027000219035385,8.008776851142459,8.027218197102865
2011-01-01T00:00,"PH","-23.75","site 5","-21.54577","150.99697",8.032269788819075,8.031135315576247,8.027310382713322,8.043627517745968,8.025563380539154,8.044784757726548
2011-01-01T00:00,"PH","-8.8","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"PH","-8.8","site 2","-21.32601","149.54041",7.9737518451783895,7.972435849220268,7.953680802343703,8.010935286961633,7.947860221263023,8.015797978946413
2011-01-01T00:00,"PH","-8.8","site 3","-21.48707","149.92826",8.000541992461176,7.996716695272092,7.984262441716536,8.020288291925656,7.983799355878048,8.020566941458224
2011-01-01T00:00,"PH","-8.8","site 4","-21.57511","150.32262",8.020618648803978,8.022068884319898,8.011359203831645,8.027402815365077,8.009837794743703,8.02777140508401
2011-01-01T00:00,"PH","-8.8","site 5","-21.54577","150.99697",8.031708681054711,8.03053261036592,8.02647880693447,8.039989701680032,8.024521782888373,8.041540025408588
2011-01-01T00:00,"Dust","-0.5","site 1","-21.15193","149.22053",0.0016930660540469672,0.0014167656691689513,6.629113092369212E-4,0.004079648446520978,4.59868245087542E-4,0.00441249508373669
2011-01-01T00:00,"Dust","-0.5","site 2","-21.32601","149.54041",2.181540082681439E-4,1.6654387667487165E-4,1.0822470374901865E-4,6.478620521202425E-4,1.0704348936998968E-4,7.416037107303258E-4
2011-01-01T00:00,"Dust","-0.5","site 3","-21.48707","149.92826",3.587570283976172E-4,1.9495569703799698E-4,8.309770148288711E-5,9.782019270982763E-4,8.12692681081634E-5,0.0010785828082282385
2011-01-01T00:00,"Dust","-0.5","site 4","-21.57511","150.32262",3.125816054852476E-4,1.4840481230044786E-4,4.310922317218849E-5,6.508640358278084E-4,3.9638605538974224E-5,6.76525936300088E-4
2011-01-01T00:00,"Dust","-0.5","site 5","-21.54577","150.99697",1.1492062747001965E-5,1.082013370652724E-5,5.18796531639366E-6,1.9678548110447905E-5,5.052506186195652E-6,2.2280733924424256E-5
2011-01-01T00:00,"Dust","-23.75","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"Dust","-23.75","site 2","-21.32601","149.54041",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"Dust","-23.75","site 3","-21.48707","149.92826",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"Dust","-23.75","site 4","-21.57511","150.32262",2.7551361549487936E-4,1.440837529253177E-4,4.5458334476998484E-5,6.404784308955525E-4,3.940181535524104E-5,6.456104152985081E-4
2011-01-01T00:00,"Dust","-23.75","site 5","-21.54577","150.99697",1.7419790141561738E-5,1.4540853142499713E-5,9.10100593864275E-6,4.145947534574988E-5,6.428415140810649E-6,6.100510046257164E-5
2011-01-01T00:00,"Dust","-8.8","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"Dust","-8.8","site 2","-21.32601","149.54041",2.2199389804129552E-4,1.70069028910624E-4,1.096109339237129E-4,6.48770823227975E-4,1.0818943028430686E-4,7.532649088630752E-4
2011-01-01T00:00,"Dust","-8.8","site 3","-21.48707","149.92826",3.6234646938824864E-4,2.0687529148414422E-4,8.382839288277446E-5,9.79602452557465E-4,8.205258789981387E-5,0.0010817809756843658
2011-01-01T00:00,"Dust","-8.8","site 4","-21.57511","150.32262",3.0737546568151503E-4,1.487454615943576E-4,4.58029294146511E-5,6.610691082329199E-4,3.965551914629447E-5,6.650146872601275E-4
2011-01-01T00:00,"Dust","-8.8","site 5","-21.54577","150.99697",1.3377865253371428E-5,1.1175689896148814E-5,6.042699267305201E-6,2.8074473078495146E-5,5.299775836668511E-6,3.2037614092528197E-5
2011-01-01T00:00,"Secchi","99999.9","site 1","-21.15193","149.22053",1.604145004211312,1.576873882708216,0.2079034881743373,3.443933675282239,0.09690453897114969,3.573006439065109
2011-01-01T00:00,"Secchi","99999.9","site 2","-21.32601","149.54041",9.679978179555276,11.545198850904926,1.7489604913990295,15.006712763741268,1.1316712019645125,15.346261242567653
2011-01-01T00:00,"Secchi","99999.9","site 3","-21.48707","149.92826",7.8114715860077855,9.602493372036951,2.676506083414783,11.116612214450482,1.551984873221283,11.187970290156256
2011-01-01T00:00,"Secchi","99999.9","site 4","-21.57511","150.32262",11.519137848180417,13.052141804135957,5.270007706728762,17.473343505868623,5.258425697329508,17.59875490746141
2011-01-01T00:00,"Secchi","99999.9","site 5","-21.54577","150.99697",18.02984985134149,17.79746456968341,12.994324676901371,23.27459932697614,10.595588644918651,23.509926486269027
2011-01-01T00:00,"DIN","-0.5","site 1","-21.15193","149.22053",48.131194226644006,43.702656063218036,30.129813229583636,83.15153355627314,25.794374344838275,85.17348112874426
2011-01-01T00:00,"DIN","-0.5","site 2","-21.32601","149.54041",0.6360019887614695,0.30606705546825486,0.1669691506325062,2.703528226383884,0.157362049931599,2.8525465464919035
2011-01-01T00:00,"DIN","-0.5","site 3","-21.48707","149.92826",0.767212175899148,0.28101756805136696,0.12401626367945713,3.625841936537746,0.10398020260885708,4.07928970851501
2011-01-01T00:00,"DIN","-0.5","site 4","-21.57511","150.32262",0.9614648048201114,0.14417779301568515,0.0784167983015572,3.090049360797466,0.06514586083877254,3.2595450182031565
2011-01-01T00:00,"DIN","-0.5","site 5","-21.54577","150.99697",0.30225077485698587,0.1665215142279237,0.04393927980978459,1.1313826748180755,0.04108458756017282,1.4213159008779743
2011-01-01T00:00,"DIN","-23.75","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"DIN","-23.75","site 2","-21.32601","149.54041",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"DIN","-23.75","site 3","-21.48707","149.92826",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"DIN","-23.75","site 4","-21.57511","150.32262",1.7995317439625256,0.9770760185574376,0.34396962782999435,4.613254596084587,0.29438556529010257,5.370504385727525
2011-01-01T00:00,"DIN","-23.75","site 5","-21.54577","150.99697",2.5686979788583892,0.6292982738201021,0.039029405433979286,13.512506486368057,0.03727469383599049,14.303468384083828
2011-01-01T00:00,"DIN","-8.8","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"DIN","-8.8","site 2","-21.32601","149.54041",0.733683960369686,0.3402556097709237,0.20378942958579938,2.910829751724811,0.17805016906261337,3.1361550808486944
2011-01-01T00:00,"DIN","-8.8","site 3","-21.48707","149.92826",0.8597747254191301,0.2646118387939089,0.11026170300249481,3.83583141103571,0.08683231215185015,4.71794947539081
2011-01-01T00:00,"DIN","-8.8","site 4","-21.57511","150.32262",1.100079999282741,0.3428121626448267,0.10572845096784625,3.2808282193131904,0.07274948152475058,3.284737194265103
2011-01-01T00:00,"DIN","-8.8","site 5","-21.54577","150.99697",0.32845781904239446,0.11914337025161331,0.034567924081435816,1.1527425614309457,0.03372022681952604,1.3914648023053746
2011-01-01T00:00,"DIP","-0.5","site 1","-21.15193","149.22053",13.791440453094527,13.04666252415934,10.512088439303751,19.546129556827683,10.206690727725064,19.578102033962104
2011-01-01T00:00,"DIP","-0.5","site 2","-21.32601","149.54041",3.8160222892418783,3.9158806457163142,3.209678787577164,4.558855282534373,3.16514756432962,4.9162038185775
2011-01-01T00:00,"DIP","-0.5","site 3","-21.48707","149.92826",3.6917341214906565,3.4247056385875614,2.751847100380474,5.601105535194933,2.7410469354880447,6.321546362002002
2011-01-01T00:00,"DIP","-0.5","site 4","-21.57511","150.32262",2.809156660178402,1.8102638802907618,1.4934755800140453,4.775452781263994,1.4452676443627024,4.814204983859996
2011-01-01T00:00,"DIP","-0.5","site 5","-21.54577","150.99697",1.775259903497548,1.7186304549023974,0.5644707150783522,3.2895531371457865,0.44484722420160105,3.304067988430438
2011-01-01T00:00,"DIP","-23.75","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"DIP","-23.75","site 2","-21.32601","149.54041",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"DIP","-23.75","site 3","-21.48707","149.92826",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"DIP","-23.75","site 4","-21.57511","150.32262",2.9744897440003704,2.2565116626407185,1.8254441717350218,4.843122124675161,1.6813920598374412,4.851904730360086
2011-01-01T00:00,"DIP","-23.75","site 5","-21.54577","150.99697",2.4648901597812323,2.3902640872116896,1.450203879819345,3.5866774638776735,1.2491881155301077,3.7823336629336395
2011-01-01T00:00,"DIP","-8.8","site 1","-21.15193","149.22053",no data,no data,no data,no data,no data,no data
2011-01-01T00:00,"DIP","-8.8","site 2","-21.32601","149.54041",3.8530706795967866,3.9207887289297214,3.240254499714749,4.583185915623235,3.1931838543688147,5.007783702639606
2011-01-01T00:00,"DIP","-8.8","site 3","-21.48707","149.92826",3.7367673824968004,3.4484778743166595,2.7723337606543477,5.699031828797135,2.7629399613242107,6.424119074030607
